No,Date,Lon,Lat,Depth,GPP,CR,NCP,Reference,Source
2631,2004/10/9,-24.44,2.51,0,1.64,1.83,-0.19,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2632,2004/10/9,-24.44,2.51,10,1.35,1.86,-0.51,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2633,2004/10/9,-24.44,2.51,20,1.08,1.48,-0.4,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2634,2004/10/9,-24.44,2.51,30,1.28,1.1,0.18,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2635,2004/10/9,-24.44,2.51,75,0.77,0.37,0.4,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2636,2004/10/8,-23.91,4.77,0,1.6,1.17,0.42,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2637,2004/10/8,-23.91,4.77,10,1.69,1.34,0.36,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2638,2004/10/8,-23.91,4.77,20,1.58,0.98,0.6,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2639,2004/10/8,-23.91,4.77,30,1.84,1.2,0.64,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2640,2004/10/8,-23.91,4.77,75,0.84,1.17,-0.33,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2641,2004/10/16,-23.67,-20.64,0,0.22,0.45,-0.23,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2642,2004/10/16,-23.67,-20.64,25,0.51,0.62,-0.11,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2643,2004/10/16,-23.67,-20.64,45,0.45,0.75,-0.3,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2644,2004/10/16,-23.67,-20.64,80,0.34,0.29,0.05,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2645,2004/10/16,-23.67,-20.64,170,0.44,0.54,-0.1,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2646,2004/10/7,-23.23,7.86,0,1.87,0.93,0.94,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2647,2004/10/7,-23.23,7.86,10,1.51,1.11,0.39,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2648,2004/10/7,-23.23,7.86,15,1.63,1.07,0.55,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2649,2004/10/7,-23.23,7.86,25,1.81,1.68,0.13,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2650,2004/10/7,-23.23,7.86,60,0.41,0.34,0.07,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2651,2004/10/6,-22.51,11,0,1.79,0.99,0.81,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2652,2004/10/6,-22.51,11,10,1.79,1.01,0.79,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2653,2004/10/6,-22.51,11,15,1.55,0.86,0.69,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2654,2004/10/6,-22.51,11,25,1.64,1.05,0.59,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2655,2004/10/6,-22.51,11,60,0.94,0.86,0.08,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2656,2004/10/5,-21.76,14.3,0,2.56,1.48,1.08,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2657,2004/10/5,-21.76,14.3,5,2.35,1.25,1.1,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2658,2004/10/5,-21.76,14.3,10,2.07,1.19,0.88,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2659,2004/10/5,-21.76,14.3,20,1.99,1.32,0.66,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2660,2004/10/5,-21.76,14.3,50,0.25,0.66,-0.41,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2661,2004/10/4,-20.89,17.84,0,1.81,1.24,0.58,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2662,2004/10/4,-20.89,17.84,10,1.84,1.25,0.59,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2663,2004/10/4,-20.89,17.84,15,1.75,1.22,0.53,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2664,2004/10/4,-20.89,17.84,30,1.68,1.07,0.61,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2665,2004/9/25,-20.85,35.09,0,0.56,0.49,0.07,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2666,2004/9/25,-20.85,35.09,15,0.52,0.33,0.2,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2667,2004/9/25,-20.85,35.09,25,0.63,0.44,0.19,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2668,2004/9/25,-20.85,35.09,50,0.84,1.53,-0.69,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2669,2004/9/25,-20.85,35.09,120,0.75,0.66,0.09,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2670,2004/9/26,-20.72,31.26,0,0.4,0.53,-0.13,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2671,2004/9/26,-20.72,31.26,15,0.4,0.62,-0.22,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2672,2004/9/26,-20.72,31.26,30,0.38,0.36,0.02,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2673,2004/9/26,-20.72,31.26,55,0.76,0.99,-0.23,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2674,2004/9/26,-20.72,31.26,115,0.37,0.32,0.05,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2675,2004/9/24,-20.35,38.89,0,0.98,0.72,0.27,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2676,2004/9/24,-20.35,38.89,10,0.91,0.56,0.35,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2677,2004/9/24,-20.35,38.89,15,0.96,0.78,0.18,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2678,2004/9/24,-20.35,38.89,50,0.45,2.09,-1.64,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2679,2004/9/24,-20.35,38.89,75,0.56,0.5,0.06,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2680,2004/9/29,-19.99,23.56,0,1.55,0.66,0.89,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2681,2004/9/29,-19.99,23.56,15,1.15,0.66,0.49,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2682,2004/9/29,-19.99,23.56,30,1.06,0.62,0.44,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2683,2004/9/29,-19.99,23.56,55,1.66,0.7,0.97,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2684,2004/9/29,-19.99,23.56,115,0.86,0.92,-0.06,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2685,2004/9/23,-19.84,42.56,0,2.04,2.71,-0.66,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2686,2004/9/23,-19.84,42.56,10,0.71,0.89,-0.19,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2687,2004/9/23,-19.84,42.56,15,0.98,0.81,0.17,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2688,2004/9/23,-19.84,42.56,75,0.28,0.73,-0.44,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2689,2004/9/30,-18.84,21.38,0,5.54,2.43,3.11,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2690,2004/9/30,-18.84,21.38,5,5.06,2.13,2.93,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2691,2004/9/30,-18.84,21.38,10,5.13,2.24,2.89,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2692,2004/9/30,-18.84,21.38,15,5.91,2.06,3.84,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2693,2004/9/30,-18.84,21.38,30,1.23,1.86,-0.63,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2694,2004/10/3,-18.59,21.31,0,12.39,5.74,6.65,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2695,2004/10/3,-18.59,21.31,5,12.68,4.68,8,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2696,2004/10/3,-18.59,21.31,10,10.67,4.63,6.04,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2697,2004/10/3,-18.59,21.31,20,11.08,4.59,6.48,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2698,2004/10/3,-18.59,21.31,45,1.69,1.32,0.36,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2699,2004/9/22,-18.39,45.98,0,1.25,0.72,0.53,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2700,2004/9/22,-18.39,45.98,5,1.06,0.6,0.47,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2701,2004/9/22,-18.39,45.98,15,0.84,0.65,0.19,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2702,2004/9/22,-18.39,45.98,25,0.65,0.59,0.06,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2703,2004/9/22,-18.39,45.98,58,0.35,0.8,-0.45,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2704,2004/10/1,-17.83,21.69,0,25.32,6.7,18.62,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2705,2004/10/1,-17.83,21.69,10,23.82,5.76,18.06,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2706,2004/10/1,-17.83,21.69,15,22.03,5.12,16.92,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2707,2004/10/1,-17.83,21.69,25,19.27,3.3,15.98,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2708,2004/10/1,-17.83,21.69,50,1.09,0.3,0.79,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2709,2004/10/2,-17.37,21.35,0,101.96,15.07,86.89,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2710,2004/10/2,-17.37,21.35,5,89.64,10.35,79.29,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2711,2004/10/2,-17.37,21.35,10,52.25,4.81,47.44,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2712,2004/10/2,-17.37,21.35,15,30.82,3.4,27.42,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2713,2004/10/2,-17.37,21.35,25,1.82,0.68,1.14,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2714,2004/10/18,-16.28,-24.13,0,0.48,0.19,0.29,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2715,2004/10/18,-16.28,-24.13,30,0.38,0.07,0.31,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2716,2004/10/18,-16.28,-24.13,50,0.38,0.07,0.31,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2717,2004/10/18,-16.28,-24.13,85,0.31,0.04,0.27,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2718,2004/10/18,-16.28,-24.13,180,0.5,0.82,-0.32,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2719,2004/9/21,-14.61,47.92,0,2.45,1.34,1.11,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2720,2004/9/21,-14.61,47.92,20,2.95,1.15,1.81,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2721,2004/9/21,-14.61,47.92,35,2.45,1.66,0.79,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2722,2004/9/21,-14.61,47.92,50,0.45,1.14,-0.68,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2723,2004/10/19,-13.91,-25.23,0,0.3,0.16,0.14,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2724,2004/10/19,-13.91,-25.23,20,0.44,0.26,0.18,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2725,2004/10/19,-13.91,-25.23,40,0.39,0.23,0.16,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2726,2004/10/19,-13.91,-25.23,70,0.27,0.05,0.22,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2727,2004/10/19,-13.91,-25.23,150,0.1,0.03,0.07,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2728,2004/10/20,-10.33,-26.88,0,0.55,0.26,0.29,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2729,2004/10/20,-10.33,-26.88,20,0.33,0.1,0.22,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2730,2004/10/20,-10.33,-26.88,35,0.41,0.28,0.13,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2731,2004/10/20,-10.33,-26.88,60,0.45,0.16,0.29,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2732,2004/10/20,-10.33,-26.88,150,0.47,0.51,-0.04,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2733,2004/10/21,-6.57,-28.58,0,0.68,0.59,0.1,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2734,2004/10/21,-6.57,-28.58,15,0.77,0.57,0.21,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2735,2004/10/21,-6.57,-28.58,25,0.57,0.58,-0.01,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2736,2004/10/21,-6.57,-28.58,50,0.71,0.6,0.1,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2737,2004/10/21,-6.57,-28.58,110,0.39,0.66,-0.26,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2738,2004/10/22,-3.93,-31.13,0,0.62,0.51,0.11,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2739,2004/10/22,-3.93,-31.13,15,0.86,0.48,0.38,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2740,2004/10/22,-3.93,-31.13,25,0.78,0.59,0.19,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2741,2004/10/22,-3.93,-31.13,45,0.94,0.67,0.27,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2742,2004/10/22,-3.93,-31.13,100,0.65,0.58,0.07,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2743,2004/10/24,1.23,-37.83,0,2.5,1.25,1.25,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2744,2004/10/24,1.23,-37.83,5,2.33,1.17,1.17,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2745,2004/10/24,1.23,-37.83,10,2.29,1.13,1.15,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2746,2004/10/24,1.23,-37.83,20,1.99,0.79,1.2,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2747,2004/10/24,1.23,-37.83,40,1.4,1.18,0.21,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2748,2005/1/19,72.5,-51,0,7.25,0.8,6.45,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2749,2005/1/19,72.5,-51,6,6.97,1.28,5.69,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2750,2005/1/19,72.5,-51,13,6.03,1.58,4.45,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2751,2005/1/19,72.5,-51,23,1.63,1.24,0.39,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2752,2005/1/19,72.5,-51,29,0.45,0.25,0.19,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2753,2005/1/19,72.5,-51,42,0.13,1.11,-0.98,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2754,2005/1/24,72.5,-51,0,3.52,0.8,2.72,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2755,2005/1/24,72.5,-51,6,5.22,1.43,3.79,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2756,2005/1/24,72.5,-51,12,4.42,1.09,3.33,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2757,2005/1/24,72.5,-51,22,3.18,1.76,1.42,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2758,2005/1/24,72.5,-51,28,0.24,0.54,-0.3,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2759,2005/1/24,72.5,-51,40,0.47,0.78,-0.31,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2760,2005/1/26,78,-51.8,0,0.75,0.25,0.5,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2761,2005/1/26,78,-51.8,15,0.73,0.41,0.32,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2762,2005/1/26,78,-51.8,29,0.25,0.27,-0.02,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2763,2005/1/26,78,-51.8,54,0.25,0.34,-0.09,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2764,2005/1/26,78,-51.8,68,0.42,0.3,0.12,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2765,2005/1/26,78,-51.8,98,0.16,0.44,-0.28,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2766,2005/1/28,78,-51.8,0,0.45,0.24,0.22,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2767,2005/1/28,78,-51.8,15,0.82,0.47,0.35,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2768,2005/1/28,78,-51.8,29,0.23,0.15,0.07,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2769,2005/1/28,78,-51.8,54,0.07,0.25,-0.19,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2770,2005/1/28,78,-51.8,68,0.34,0.4,-0.06,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2771,2005/1/28,78,-51.8,98,0.12,0.31,-0.19,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2772,2005/2/2,74.36,-51.06,0,5.81,1.32,4.49,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2773,2005/2/2,74.36,-51.06,6,6.64,0.76,5.88,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2774,2005/2/2,74.36,-51.06,12,5.42,0.61,4.81,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2775,2005/2/2,74.36,-51.06,22,2.64,0.96,1.68,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2776,2005/2/2,74.36,-51.06,28,0.55,0.7,-0.15,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2777,2005/2/2,74.36,-51.06,40,1.17,1.37,-0.2,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2778,2005/2/4,72.5,-51,0,5.02,1.47,3.55,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2779,2005/2/4,72.5,-51,7,4.7,1.02,3.68,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2780,2005/2/4,72.5,-51,14,3.78,0.34,3.44,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2781,2005/2/4,72.5,-51,25,2.15,0.79,1.36,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2782,2005/2/4,72.5,-51,32,0.75,0.67,0.08,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2783,2005/2/4,72.5,-51,46,0.09,0.95,-0.87,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2784,2005/2/6,78,-51.8,0,0.57,0.35,0.22,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2785,2005/2/6,78,-51.8,15,0.77,0.46,0.31,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2786,2005/2/6,78,-51.8,29,0.25,0.09,0.17,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2787,2005/2/6,78,-51.8,54,0.28,0.22,0.05,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2788,2005/2/6,78,-51.8,68,0.1,0.34,-0.24,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2789,2005/2/6,78,-51.8,98,0.05,0.35,-0.3,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2790,2005/2/8,75.35,-52.23,0,1.19,0.34,0.85,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2791,2005/2/8,75.35,-52.23,12,1.32,0.75,0.56,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2792,2005/2/8,75.35,-52.23,25,0.79,0.25,0.53,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2793,2005/2/8,75.35,-52.23,45,0.55,0.48,0.07,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2794,2005/2/8,75.35,-52.23,58,0.29,0.64,-0.35,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2795,2005/2/8,75.35,-52.23,83,0.12,0.38,-0.26,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2796,2005/2/11,68.25,-50.4,0,0.68,0.42,0.26,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2797,2005/2/11,68.25,-50.4,16,0.96,0.5,0.46,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2798,2005/2/11,68.25,-50.4,31,0.63,0.32,0.31,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2799,2005/2/11,68.25,-50.4,57,0.29,0.3,-0.01,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2800,2005/2/11,68.25,-50.4,72,0.26,0.42,-0.16,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2801,2005/2/11,68.25,-50.4,104,0.18,0.36,-0.18,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2802,2005/2/12,72.5,-51,0,3.31,3.76,-0.44,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2803,2005/2/12,72.5,-51,7,3.39,4.04,-0.65,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2804,2005/2/12,72.5,-51,13,3.25,3.3,-0.05,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2805,2005/2/12,72.5,-51,24,1.56,3.49,-1.93,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2806,2005/2/12,72.5,-51,31,0.68,3.46,-2.78,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2807,2005/2/12,72.5,-51,44,0.36,3.66,-3.3,Leve 2008,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2808,2007/1/7,-19.51,68.51,0,0.59,0.43,0.16,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2809,2007/1/7,-19.51,68.51,15,1.23,0.54,0.68,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2810,2007/1/7,-19.51,68.51,30,0.05,3.74,-3.7,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2811,2007/3/7,-12.65,72.96,0,2.3,1.61,0.69,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2812,2007/3/7,-12.65,72.96,10,2.08,1.98,0.09,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2813,2007/3/7,-12.65,72.96,26,1.55,2.71,-1.16,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2814,2007/4/7,-7.45,74.9,0,2.34,1.94,0.39,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2815,2007/4/7,-7.45,74.9,10,2.15,1,1.16,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2816,2007/4/7,-7.45,74.9,32,2.34,3.11,-0.77,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2817,2007/5/7,-1.62,77.38,0,8.15,2.11,6.04,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2818,2007/5/7,-1.62,77.38,5,13.89,3.35,10.55,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2819,2007/5/7,-1.62,77.38,15,10.01,2.78,7.23,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
2820,2007/6/7,-2.51,78.01,0,7.89,3.03,4.87,,https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2020GB006718
